date,category,sales,transactions,avg_basket_size,day_of_week,month
2026-02-12,HomeDecor,15337.03,14,1840.83,3,2
2026-02-13,Electronics,49196.66,48,1900.92,4,2
2026-02-13,Clothing,25744.9,25,1949.27,4,2
2026-02-13,Groceries,20597.98,20,1528.53,4,2
2026-02-13,Footwear,16948.69,20,1674.26,4,2
2026-02-13,HomeDecor,16893.88,14,1019.01,4,2
2026-02-14,Electronics,57397.46,70,1122.22,5,2
2026-02-14,Clothing,50860.71,47,1148.47,5,2
2026-02-14,Groceries,31845.66,26,1468.91,5,2
2026-02-14,Footwear,27498.29,23,2067.84,5,2
2026-02-14,HomeDecor,23372.77,22,1644.48,5,2
2026-02-15,Electronics,72937.01,85,1688.16,6,2
2026-02-15,Clothing,48849.09,52,2072.71,6,2
2026-02-15,Groceries,37828.24,38,1629.88,6,2
2026-02-15,Footwear,29764.97,25,679.06,6,2
2026-02-15,HomeDecor,21449.87,18,1438.6,6,2
2026-02-16,Electronics,48502.62,53,2480.57,0,2
2026-02-16,Clothing,28346.44,33,1998.38,0,2
2026-02-16,Groceries,22954.5,20,2027.56,0,2
2026-02-16,Footwear,19993.25,21,2262.14,0,2
2026-02-16,HomeDecor,14744.72,18,1454.49,0,2
2026-02-17,Electronics,42960.47,43,2238.18,1,2
2026-02-17,Clothing,32089.16,38,1434.23,1,2
2026-02-17,Groceries,27388.26,31,2073.7,1,2
2026-02-17,Footwear,20176.81,21,998.77,1,2
2026-02-17,HomeDecor,17216.3,14,1717.06,1,2
2026-02-18,Electronics,39862.4,40,2235.99,2,2
2026-02-18,Clothing,29419.02,26,1802.26,2,2
2026-02-18,Groceries,23207.94,26,1770.69,2,2
2026-02-18,Footwear,16266.93,17,2145.71,2,2
2026-02-18,HomeDecor,14875.98,17,1683.14,2,2
2026-02-19,Electronics,44452.14,41,1134.06,3,2
2026-02-19,Clothing,34540.35,32,919.92,3,2
2026-02-19,Groceries,26577.03,22,1156.01,3,2
2026-02-19,Footwear,17951.63,16,1107.95,3,2
2026-02-19,HomeDecor,17781.14,16,2472.43,3,2
2026-02-20,Electronics,50494.65,44,2148.84,4,2
2026-02-20,Clothing,31746.29,36,2429.27,4,2
2026-02-20,Groceries,24433.79,24,2345.66,4,2
2026-02-20,Footwear,18081.12,19,2247.39,4,2
2026-02-20,HomeDecor,14441.69,16,1932.71,4,2
2026-02-21,Electronics,67364.15,77,1074.39,5,2
2026-02-21,Clothing,48132.57,41,1211.98,5,2
2026-02-21,Groceries,38958.45,42,2046.8,5,2
2026-02-21,Footwear,25680.11,22,1346.13,5,2
2026-02-21,HomeDecor,17982.77,20,1697.11,5,2
2026-02-22,Electronics,61605.88,65,1792.84,6,2
2026-02-22,Clothing,33337.82,33,1458.78,6,2
2026-02-22,Groceries,34840.69,30,2109.74,6,2
2026-02-22,Footwear,26601.47,22,776.88,6,2
2026-02-22,HomeDecor,19306.28,18,2024.62,6,2
2026-02-23,Electronics,37823.84,32,2379.04,0,2
2026-02-23,Clothing,31540.8,31,1463.92,0,2
2026-02-23,Groceries,23668.25,22,1221.85,0,2
2026-02-23,Footwear,17660.17,22,2250.92,0,2
2026-02-23,HomeDecor,10691.61,9,776.97,0,2
2026-02-24,Electronics,44876.18,43,1806.2,1,2
2026-02-24,Clothing,35316.75,30,1280.62,1,2
2026-02-24,Groceries,29153.15,35,2111.79,1,2
2026-02-24,Footwear,19085.81,19,1013.88,1,2
2026-02-24,HomeDecor,14096.68,13,2167.21,1,2
2026-02-25,Electronics,47109.48,44,1110.22,2,2
2026-02-25,Clothing,27004.84,28,1241.73,2,2
2026-02-25,Groceries,25754.48,23,848.13,2,2
2026-02-25,Footwear,21532.16,20,2097.78,2,2
2026-02-25,HomeDecor,16840.4,14,2048.28,2,2
2026-02-26,Electronics,44549.31,54,789.19,3,2
2026-02-26,Clothing,29388.98,28,630.93,3,2
2026-02-26,Groceries,22805.04,25,1438.44,3,2
2026-02-26,Footwear,18346.24,22,2484.49,3,2
2026-02-26,HomeDecor,14660.28,14,984.4,3,2
2026-02-27,Electronics,46653.14,40,2327.87,4,2
2026-02-27,Clothing,32740.75,28,1173.54,4,2
2026-02-27,Groceries,22992.05,24,777.35,4,2
2026-02-27,Footwear,22985.38,23,1075.74,4,2
2026-02-27,HomeDecor,14593.31,14,1862.57,4,2
2026-02-28,Electronics,60620.19,53,914.5,5,2
2026-02-28,Clothing,37473.79,37,1788.65,5,2
2026-02-28,Groceries,25568.19,21,1928.94,5,2
2026-02-28,Footwear,29386.92,31,1415.54,5,2
2026-02-28,HomeDecor,21742.11,25,1937.03,5,2
2026-03-01,Electronics,59040.94,73,1005.5,6,3
2026-03-01,Clothing,40771.31,48,852.13,6,3
2026-03-01,Groceries,35491.29,38,1586.94,6,3
2026-03-01,Footwear,22781.13,22,617.65,6,3
2026-03-01,HomeDecor,19178.67,16,1252.79,6,3
2026-03-02,Electronics,48574.19,56,2477.49,0,3
2026-03-02,Clothing,26237.13,25,1918.66,0,3
2026-03-02,Groceries,25733.89,24,734.57,0,3
2026-03-02,Footwear,17286.84,17,769.73,0,3
2026-03-02,HomeDecor,15699.64,18,796.08,0,3
2026-03-03,Electronics,44839.61,45,2273.88,1,3
2026-03-03,Clothing,25154.6,28,1327.17,1,3
2026-03-03,Groceries,27911.85,23,2261.54,1,3
2026-03-03,Footwear,18530.82,16,2486.59,1,3
2026-03-03,HomeDecor,13784.62,15,729.98,1,3
2026-03-04,Electronics,45902.56,42,616.1,2,3
2026-03-04,Clothing,33445.91,29,911.82,2,3
2026-03-04,Groceries,22460.45,22,1972.62,2,3
2026-03-04,Footwear,20123.36,17,2021.71,2,3
2026-03-04,HomeDecor,15643.22,15,1770.54,2,3
2026-03-05,Electronics,48118.98,46,2233.93,3,3
2026-03-05,Clothing,30529.32,36,2303.53,3,3
2026-03-05,Groceries,24082.43,27,2029.65,3,3
2026-03-05,Footwear,18344.82,16,1987.02,3,3
2026-03-05,HomeDecor,15129.22,15,2430.17,3,3
2026-03-06,Electronics,40175.37,41,2103.05,4,3
2026-03-06,Clothing,21235.95,22,1126.24,4,3
2026-03-06,Groceries,26091.4,30,1071.52,4,3
2026-03-06,Footwear,21807.87,19,1740.01,4,3
2026-03-06,HomeDecor,11455.6,10,1141.35,4,3
2026-03-07,Electronics,54615.89,47,650.97,5,3
2026-03-07,Clothing,43007.57,37,2264.07,5,3
2026-03-07,Groceries,40694.05,44,1583.72,5,3
2026-03-07,Footwear,27056.14,25,958.43,5,3
2026-03-07,HomeDecor,18775.79,18,1161.53,5,3
2026-03-08,Electronics,59638.9,72,2089.22,6,3
2026-03-08,Clothing,46068.25,49,1540.29,6,3
2026-03-08,Groceries,31569.87,36,1058.06,6,3
2026-03-08,Footwear,24842.18,22,1728.47,6,3
2026-03-08,HomeDecor,19272.44,18,2288.58,6,3
2026-03-09,Electronics,40710.02,50,2475.08,0,3
2026-03-09,Clothing,30368.01,31,850.77,0,3
2026-03-09,Groceries,29061.7,26,1399.64,0,3
2026-03-09,Footwear,20646.16,19,1897.59,0,3
2026-03-09,HomeDecor,14621.47,12,1494.93,0,3
2026-03-10,Electronics,43686.85,36,738.68,1,3
2026-03-10,Clothing,25310.43,23,728.31,1,3
2026-03-10,Groceries,27207.77,29,1009.91,1,3
2026-03-10,Footwear,19844.33,23,2402.49,1,3
2026-03-10,HomeDecor,14729.28,14,1562.56,1,3
2026-03-11,Electronics,59368.98,52,1954.0,2,3
2026-03-11,Clothing,30896.26,25,1389.32,2,3
2026-03-11,Groceries,23120.52,19,1364.33,2,3
2026-03-11,Footwear,19147.28,16,1619.47,2,3
2026-03-11,HomeDecor,16722.67,14,890.09,2,3
2026-03-12,Electronics,45509.72,54,1188.82,3,3
2026-03-12,Clothing,25685.17,24,2349.76,3,3
2026-03-12,Groceries,27298.07,31,1619.14,3,3
2026-03-12,Footwear,18663.71,18,1714.23,3,3
2026-03-12,HomeDecor,17809.95,14,2185.6,3,3
2026-03-13,Electronics,49860.22,43,1821.99,4,3
2026-03-13,Clothing,28658.03,29,1927.48,4,3
2026-03-13,Groceries,28202.54,24,2411.51,4,3
2026-03-13,Footwear,20135.71,21,710.02,4,3
2026-03-13,HomeDecor,16279.16,19,2356.79,4,3
2026-03-14,Electronics,63694.75,74,1461.41,5,3
2026-03-14,Clothing,37072.26,33,704.55,5,3
2026-03-14,Groceries,31578.02,27,2009.22,5,3
2026-03-14,Footwear,29780.89,25,933.73,5,3
2026-03-14,HomeDecor,19572.08,24,1945.01,5,3
2026-03-15,Electronics,58297.84,50,621.57,6,3
2026-03-15,Clothing,36631.75,34,2410.73,6,3
2026-03-15,Groceries,35179.65,32,1582.72,6,3
2026-03-15,Footwear,32568.82,27,1092.57,6,3
2026-03-15,HomeDecor,18088.25,18,841.17,6,3
2026-03-16,Electronics,45108.99,37,2259.57,0,3
2026-03-16,Clothing,34236.66,29,2284.19,0,3
2026-03-16,Groceries,24800.9,20,2309.81,0,3
2026-03-16,Footwear,20904.74,21,2133.5,0,3
2026-03-16,HomeDecor,13406.41,14,1595.32,0,3
2026-03-17,Electronics,46927.38,50,1953.41,1,3
2026-03-17,Clothing,29438.57,26,1792.31,1,3
2026-03-17,Groceries,27464.32,26,1464.88,1,3
2026-03-17,Footwear,22374.77,22,705.33,1,3
2026-03-17,HomeDecor,18884.35,17,917.07,1,3
2026-03-18,Electronics,47608.35,54,1084.72,2,3
2026-03-18,Clothing,30977.39,36,2299.11,2,3
2026-03-18,Groceries,25485.96,22,1973.28,2,3
2026-03-18,Footwear,19293.67,21,2007.48,2,3
2026-03-18,HomeDecor,15507.73,19,683.67,2,3
2026-03-19,Electronics,43670.69,54,1064.65,3,3
2026-03-19,Clothing,30505.38,29,1291.56,3,3
2026-03-19,Groceries,28293.99,32,940.03,3,3
2026-03-19,Footwear,17986.91,21,1650.44,3,3
2026-03-19,HomeDecor,16709.82,14,2007.27,3,3
2026-03-20,Electronics,50927.02,50,1026.58,4,3
2026-03-20,Clothing,29645.79,31,1390.89,4,3
2026-03-20,Groceries,19695.36,16,1207.88,4,3
2026-03-20,Footwear,18784.36,22,1685.92,4,3
2026-03-20,HomeDecor,16945.49,19,1553.88,4,3
2026-03-21,Electronics,60611.08,73,940.75,5,3
2026-03-21,Clothing,36452.83,34,2464.69,5,3
2026-03-21,Groceries,32046.38,31,730.96,5,3
2026-03-21,Footwear,29269.67,28,2245.46,5,3
2026-03-21,HomeDecor,21357.14,17,2205.21,5,3
2026-03-22,Electronics,59298.49,61,764.13,6,3
2026-03-22,Clothing,39014.36,37,615.14,6,3
2026-03-22,Groceries,32427.82,35,1154.03,6,3
2026-03-22,Footwear,24509.49,25,2005.19,6,3
2026-03-22,HomeDecor,23521.14,25,1481.46,6,3
2026-03-23,Electronics,43549.56,39,2446.53,0,3
2026-03-23,Clothing,33651.48,28,2074.18,0,3
2026-03-23,Groceries,28803.29,24,2310.84,0,3
2026-03-23,Footwear,21996.62,18,2112.35,0,3
2026-03-23,HomeDecor,14352.57,16,612.12,0,3
2026-03-24,Electronics,46816.79,46,645.43,1,3
2026-03-24,Clothing,29927.41,27,1258.21,1,3
2026-03-24,Groceries,22740.75,19,2266.68,1,3
2026-03-24,Footwear,20648.72,21,602.78,1,3
2026-03-24,HomeDecor,13231.44,11,1314.92,1,3
2026-03-25,Electronics,50344.56,42,1981.71,2,3
2026-03-25,Clothing,28606.15,33,989.87,2,3
2026-03-25,Groceries,25502.9,27,1397.65,2,3
2026-03-25,Footwear,20566.58,24,2447.86,2,3
2026-03-25,HomeDecor,14611.64,16,1952.14,2,3
2026-03-26,Electronics,47640.12,56,683.41,3,3
2026-03-26,Clothing,28575.29,31,2304.85,3,3
2026-03-26,Groceries,27178.24,25,1384.81,3,3
2026-03-26,Footwear,17308.04,17,1471.07,3,3
2026-03-26,HomeDecor,15189.57,12,761.31,3,3
2026-03-27,Electronics,53725.18,63,1560.31,4,3
2026-03-27,Clothing,26999.01,23,2157.93,4,3
2026-03-27,Groceries,23305.64,27,1724.6,4,3
2026-03-27,Footwear,21027.82,25,1426.47,4,3
2026-03-27,HomeDecor,15269.37,17,1049.87,4,3
2026-03-28,Electronics,62880.08,67,2216.74,5,3
2026-03-28,Clothing,42481.21,42,1931.38,5,3
2026-03-28,Groceries,35892.18,30,1219.88,5,3
2026-03-28,Footwear,29996.19,29,1116.72,5,3
2026-03-28,HomeDecor,21079.88,25,2392.75,5,3
2026-03-29,Electronics,59284.36,68,2081.88,6,3
2026-03-29,Clothing,43223.92,39,807.05,6,3
2026-03-29,Groceries,40162.1,47,912.31,6,3
2026-03-29,Footwear,26641.89,25,1196.66,6,3
2026-03-29,HomeDecor,18276.58,21,1618.26,6,3
2026-03-30,Electronics,49981.86,41,994.51,0,3
2026-03-30,Clothing,29638.86,30,1480.36,0,3
2026-03-30,Groceries,19568.33,22,771.8,0,3
2026-03-30,Footwear,21694.84,18,1178.01,0,3
2026-03-30,HomeDecor,14197.01,12,1924.07,0,3
2026-03-31,Electronics,44592.6,54,1008.54,1,3
2026-03-31,Clothing,30995.94,32,881.82,1,3
2026-03-31,Groceries,25476.25,21,1071.62,1,3
2026-03-31,Footwear,21418.9,21,1352.86,1,3
2026-03-31,HomeDecor,14346.77,17,1886.65,1,3
2026-04-01,Electronics,40212.63,43,2158.17,2,4
2026-04-01,Clothing,24838.16,27,659.06,2,4
2026-04-01,Groceries,22819.97,22,2223.74,2,4
2026-04-01,Footwear,18046.12,16,2021.35,2,4
2026-04-01,HomeDecor,11557.32,12,779.98,2,4
2026-04-02,Electronics,42403.88,49,2127.4,3,4
2026-04-02,Clothing,24133.29,27,830.76,3,4
2026-04-02,Groceries,22967.12,27,2177.71,3,4
2026-04-02,Footwear,17624.39,19,848.36,3,4
2026-04-02,HomeDecor,15093.68,15,1307.26,3,4
2026-04-03,Electronics,37395.24,33,2381.39,4,4
2026-04-03,Clothing,24609.24,29,1706.42,4,4
2026-04-03,Groceries,21208.73,22,2343.11,4,4
2026-04-03,Footwear,16484.59,19,641.42,4,4
2026-04-03,HomeDecor,13769.93,16,975.73,4,4
2026-04-04,Electronics,43291.28,38,1442.52,5,4
2026-04-04,Clothing,30797.7,35,774.76,5,4
2026-04-04,Groceries,25624.24,26,832.8,5,4
2026-04-04,Footwear,25130.96,24,696.21,5,4
2026-04-04,HomeDecor,20156.89,18,1423.0,5,4
2026-04-05,Electronics,51098.15,43,1350.5,6,4
2026-04-05,Clothing,33843.83,41,1327.19,6,4
2026-04-05,Groceries,28888.46,28,928.33,6,4
2026-04-05,Footwear,25616.51,28,2325.78,6,4
2026-04-05,HomeDecor,15616.29,16,1131.72,6,4
2026-04-06,Electronics,39161.76,44,665.83,0,4
2026-04-06,Clothing,27986.75,25,1772.26,0,4
2026-04-06,Groceries,22314.83,19,1160.7,0,4
2026-04-06,Footwear,17322.29,17,2277.28,0,4
2026-04-06,HomeDecor,14026.33,13,715.86,0,4
2026-04-07,Electronics,27910.14,29,1327.73,1,4
2026-04-07,Clothing,27228.58,26,978.97,1,4
2026-04-07,Groceries,19860.09,18,1073.38,1,4
2026-04-07,Footwear,13887.92,12,2110.21,1,4
2026-04-07,HomeDecor,13401.78,13,2085.64,1,4
2026-04-08,Electronics,43504.24,44,1511.4,2,4
2026-04-08,Clothing,25149.51,20,1520.89,2,4
2026-04-08,Groceries,23274.86,21,1554.55,2,4
2026-04-08,Footwear,19740.87,19,1113.83,2,4
2026-04-08,HomeDecor,14426.52,17,1205.87,2,4
2026-04-09,Electronics,44522.86,48,655.68,3,4
2026-04-09,Clothing,27392.43,22,1133.77,3,4
2026-04-09,Groceries,21410.3,20,1605.92,3,4
2026-04-09,Footwear,14276.66,11,1709.58,3,4
2026-04-09,HomeDecor,12436.27,13,2450.56,3,4
2026-04-10,Electronics,35024.58,41,1070.93,4,4
2026-04-10,Clothing,31035.9,33,1106.4,4,4
2026-04-10,Groceries,20876.24,17,706.23,4,4
2026-04-10,Footwear,17209.45,18,1693.82,4,4
2026-04-10,HomeDecor,13453.14,13,1274.13,4,4
2026-04-11,Electronics,51862.65,58,934.59,5,4
2026-04-11,Clothing,40260.21,36,1204.21,5,4
2026-04-11,Groceries,26901.27,22,1925.49,5,4
2026-04-11,Footwear,23396.62,21,653.59,5,4
2026-04-11,HomeDecor,15934.52,13,1268.2,5,4
2026-04-12,Electronics,44821.23,41,1670.85,6,4
2026-04-12,Clothing,32318.98,29,2401.9,6,4
2026-04-12,Groceries,28581.25,27,1630.04,6,4
2026-04-12,Footwear,21964.75,24,1531.83,6,4
2026-04-12,HomeDecor,16020.67,18,706.72,6,4
2026-04-13,Electronics,32870.84,29,1015.74,0,4
2026-04-13,Clothing,25288.08,23,1508.18,0,4
2026-04-13,Groceries,18052.47,18,2344.0,0,4
2026-04-13,Footwear,18292.1,20,2132.25,0,4
2026-04-13,HomeDecor,12855.11,13,1962.18,0,4
2026-04-14,Electronics,32674.87,33,713.16,1,4
2026-04-14,Clothing,24711.52,28,1714.56,1,4
2026-04-14,Groceries,19651.67,22,2071.3,1,4
2026-04-14,Footwear,17542.6,16,2235.27,1,4
2026-04-14,HomeDecor,14459.07,17,1309.82,1,4
2026-04-15,Electronics,31077.47,27,1351.63,2,4
2026-04-15,Clothing,25793.32,30,1239.47,2,4
2026-04-15,Groceries,20909.72,21,859.26,2,4
2026-04-15,Footwear,18141.28,20,1991.47,2,4
2026-04-15,HomeDecor,13021.83,12,2104.5,2,4
2026-04-16,Electronics,35373.72,33,1833.44,3,4
2026-04-16,Clothing,24686.41,27,1943.65,3,4
2026-04-16,Groceries,19558.45,17,1917.76,3,4
2026-04-16,Footwear,18829.21,16,2095.28,3,4
2026-04-16,HomeDecor,12777.17,13,1864.51,3,4
2026-04-17,Electronics,45522.05,51,1318.93,4,4
2026-04-17,Clothing,25345.31,21,1908.15,4,4
2026-04-17,Groceries,19744.64,22,937.65,4,4
2026-04-17,Footwear,14426.69,18,2402.7,4,4
2026-04-17,HomeDecor,10451.0,9,1344.04,4,4
2026-04-18,Electronics,43457.42,36,2433.85,5,4
2026-04-18,Clothing,35344.58,43,945.96,5,4
2026-04-18,Groceries,30146.9,31,2349.97,5,4
2026-04-18,Footwear,19321.17,17,1019.7,5,4
2026-04-18,HomeDecor,18753.08,17,797.81,5,4
2026-04-19,Electronics,49143.09,46,867.22,6,4
2026-04-19,Clothing,34930.33,29,747.83,6,4
2026-04-19,Groceries,33312.56,34,2466.52,6,4
2026-04-19,Footwear,25008.25,28,1808.75,6,4
2026-04-19,HomeDecor,16750.29,19,2161.16,6,4
2026-04-20,Electronics,34841.19,30,1814.3,0,4
2026-04-20,Clothing,20012.87,20,1448.6,0,4
2026-04-20,Groceries,19721.8,21,998.4,0,4
2026-04-20,Footwear,16641.08,14,728.81,0,4
2026-04-20,HomeDecor,11491.35,12,2095.34,0,4
2026-04-21,Electronics,37747.94,32,602.43,1,4
2026-04-21,Clothing,25695.97,25,1432.62,1,4
2026-04-21,Groceries,20772.18,20,2441.29,1,4
2026-04-21,Footwear,15895.0,15,1536.86,1,4
2026-04-21,HomeDecor,12965.03,13,1267.34,1,4
